URL,Locality,Furnished,Open fire,Garden Area,Type of property,Terrace,Garden,Price,Subtype of property,Fully equipped kitchen,Surface of the land,Number of facades,State of the building,Surface area of the plot of land,Swimming pool,Living Area,Terrace Area,Number of rooms
https://www.immoweb.be/en/classified/duplex/for-sale/schaerbeek/1030/20307692,,,,,Duplex,,,320000,Duplex,Installed,,2,To renovate,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20305299,,,,,Apartment,,,320000,Apartment,Installed,,2,To renovate,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/dikkelvenne/9890/20267430,9890 Dikkelvenne,No,,73,Apartment,,,342000,Apartment,,,,As new,,,,13,2
https://www.immoweb.be/en/classified/triplex/for-sale/aalst/9300/20260303,9300 Aalst,,,,Triplex,,,275000,Triplex,Hyper equipped,,3,As new,,,,10,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20209353,8300 Knokke-Heist,No,,,Apartment,,,2850000,Apartment,,,3,As new,,,,32,3
https://www.immoweb.be/en/classified/flat-studio/for-sale/brussels/1000/20131171,1000 Brussels,,,,Flat studio,,,174500,Flat studio,Hyper equipped,,2,As new,,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/saint-josse-ten-noode/1210/20131172,1210 Saint-Josse-ten-Noode,,,,Flat studio,,,174500,Flat studio,Hyper equipped,,2,As new,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20254441,1020 Bruxelles,No,,,Apartment,,,289000,Apartment,Semi equipped,,2,As new,,,,6,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20197600,1190 Forest,No,,,Apartment,,,299000,Apartment,Hyper equipped,,4,As new,,,,8,2
https://www.immoweb.be/en/classified/apartment/for-sale/court-st-etienne/1490/20257992,1490 Court-St.-Etienne,No,,,Apartment,,,311000,Apartment,Hyper equipped,,,As new,,,,35,2
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20139534,1420 Braine-l'Alleud,No,,,Apartment,,,342000,Apartment,Hyper equipped,,4,As new,,,,7,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20283797,1190 Forest,No,,,Apartment,,,364000,Apartment,Hyper equipped,,2,As new,,,,8,3
https://www.immoweb.be/en/classified/penthouse/for-sale/liege/4000/20259752,4000 Liège,No,,,Penthouse,,,403000,Penthouse,Hyper equipped,,2,As new,,,,27,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-lambert/1200/20178019,1200 Woluwe-Saint-Lambert,No,,,Ground floor,,,489000,Ground floor,Hyper equipped,,2,As new,,,,8,2
https://www.immoweb.be/en/classified/penthouse/for-sale/liege/4000/20280811,4000 Liège,,,,Penthouse,,,652000,Penthouse,Hyper equipped,,2,As new,,,,130,2
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20177555,1160 Auderghem,No,,,Apartment,,,710000,Apartment,Hyper equipped,,2,As new,,,,8,3
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/20275364,8660 De Panne,Yes,,,Apartment,Yes,,124000,Apartment,Installed,,,Good,,,,,1
https://www.immoweb.be/en/classified/duplex/for-sale/oostende/8400/20275361,8400 Oostende,No,,,Duplex,Yes,,350000,Duplex,,,,Just renovated,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/20275498,8660 De Panne,No,,,Apartment,Yes,,460000,Apartment,,,,Good,,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/chapelle-lez-herlaimont/7160/20297653,7160 Chapelle-lez-Herlaimont,,,,Apartment,,,188000,Apartment,Installed,,4,As new,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20299091,1000 Brussel,No,,,Apartment,,,377000,Apartment,Hyper equipped,,4,As new,,,,8,2
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20296253,9300 Aalst,,,,Apartment,,,217500,Apartment,,,,Good,,,,6,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20296863,2000 Antwerpen,,,,Apartment,,,250000,Apartment,,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9040/20312783,9040 Gent,,,,Apartment,,,383000,Apartment,,,,Good,,,,13,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9040/20312170,9040 Gent,,,,Apartment,,,397000,Apartment,,,,Good,,,,13,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9040/20312785,9040 Gent,,,,Apartment,,,542000,Apartment,,,,Good,,,,25,3
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20310329,2000 Antwerpen,No,,,Apartment,,,225000,Apartment,Hyper equipped,,2,As new,,,,,1
https://www.immoweb.be/en/classified/flat-studio/for-sale/ixelles/1050/20181879,1050 Ixelles,Yes,,,Flat studio,,,275000,Flat studio,Installed,,3,As new,,,,,1
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20052301,1180 Uccle,No,,,Penthouse,,,790000,Penthouse,Hyper equipped,,3,As new,,,,28,3
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20272145,1070 ANDERLECHT,,,,Apartment,,,225000,Apartment,Semi equipped,,4,To renovate,,,,,3
https://www.immoweb.be/en/classified/duplex/for-sale/anderlecht/1070/20272143,1070 ANDERLECHT,,,,Duplex,Yes,,290000,Duplex,Installed,,,Good,,,,,3
https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerpen/2018/20220580,2018 Antwerpen,No,,6,Ground floor,,,299900,Ground floor,Installed,,2,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20290632,1082 Berchem-Sainte-Agathe,No,,,Apartment,,,375000,Apartment,Hyper equipped,,3,,,,,8,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20287770,9000 Gent,,,,Apartment,,,235000,Apartment,,,,,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20290542,2600 Berchem,,,,Apartment,Yes,,255000,Apartment,,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/zele/9240/20306298,9240 Zele,No,,,Apartment,Yes,,330000,Apartment,Hyper equipped,,3,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/la-louviere/7100/20302460,7100 La Louvière,No,,,Apartment,Yes,,95000,Apartment,Semi equipped,,4,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20304321,8300 Knokke-Heist,,,,Apartment,,,349500,Apartment,,,,As new,,,,,1
https://www.immoweb.be/en/classified/penthouse/for-sale/saint-gilles/1060/20303073,,,,,Penthouse,,,1145000,Penthouse,Hyper equipped,,2,As new,,,,90,3
https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20232743,8420 De Haan,No,,,Apartment,,,89000,Apartment,,,,Good,,,,,1
https://www.immoweb.be/en/classified/service-flat/for-sale/assebroek/8310/10672876,8310 Assebroek,No,,,Service flat,,,105000,Service flat,,,,To renovate,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/waregem/8790/20032930,8790 WAREGEM,,,,Apartment,Yes,,105000,Apartment,Installed,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10854772,8430 Middelkerke,Yes,,,Apartment,Yes,,129000,Apartment,,,,To be done up,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20232522,8800 Roeselare,No,,,Apartment,,,130000,Apartment,,,,To be done up,,,,,1
https://www.immoweb.be/en/classified/flat-studio/for-sale/westende/8434/11178882,8434 Westende,Yes,,,Flat studio,,,135000,Flat studio,,,,Just renovated,,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/gent/9000/20146394,9000 Gent,Yes,,,Flat studio,,,135000,Flat studio,,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/20120082,9051 Sint-Denijs-Westrem,No,,,Apartment,,,135000,Apartment,Installed,,,,,,,4,1
https://www.immoweb.be/en/classified/duplex/for-sale/huy/4500/20135925,4500 HUY,,,,Duplex,,,139000,Duplex,Installed,,3,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/morlanwelz/7140/20210792,7140 Morlanwelz,,,,Apartment,,,140000,Apartment,Hyper equipped,,2,As new,,,,3,2
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20233353,4500 HUY,,,,Apartment,,,149000,Apartment,Installed,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11138192,1070 Anderlecht,No,,,Apartment,,,155000,Apartment,Installed,,2,Good,,,,9,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostduinkerke/8670/20024244,8670 Oostduinkerke,No,,,Apartment,,,155000,Apartment,,,,Just renovated,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20179988,8370 Blankenberge,,,,Apartment,Yes,,165000,Apartment,,,,To renovate,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11273088,8400 Oostende,No,,,Apartment,,,170000,Apartment,,,,,,,,2,1
https://www.immoweb.be/en/classified/apartment/for-sale/louvain-la-neuve/1348/20182301,1348 LOUVAIN-LA-NEUVE,,,,Apartment,,,175000,Apartment,Semi equipped,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/wevelgem/8560/20242750,8560 Wevelgem,No,,,Apartment,,,175000,Apartment,,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20243591,9300 AALST,,,,Apartment,,,175000,Apartment,,,,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11392860,8370 Blankenberge,Yes,,,Apartment,,,177000,Apartment,,,,Just renovated,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst-9300/9300/20190732,9300 Aalst (9300),,,,Apartment,,,179000,Apartment,,,,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20223037,4020 LIÈGE,,,,Apartment,,,179900,Apartment,,,,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20033608,1000 Brussel,No,,,Apartment,,,185000,Apartment,Installed,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20085815,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10970832,9800 Deinze,No,,,Apartment,Yes,,189000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/vichte/8570/10724948,8570 VICHTE,,,,Apartment,,,190000,Apartment,USA installed,,,Good,,,,18,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/vichte/8570/10724941,8570 VICHTE,,,,Ground floor,,,190000,Ground floor,USA installed,,,Good,,,,18,1
https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/20033774,6900 Marche-en-Famenne,No,,,Apartment,,,195000,Apartment,,,2,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20097856,1090 Jette,,,,Apartment,Yes,,199000,Apartment,Installed,,4,Good,,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/gent/9000/20195302,9000 Gent,Yes,,,Flat studio,,,200000,Flat studio,,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2100/20093261,2100 Antwerpen,,,,Apartment,,,204970,Apartment,Installed,,2,Good,,,,4,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/saint-gilles/1060/20223805,1060 Saint-Gilles,No,,,Flat studio,,,205000,Flat studio,Installed,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/11279771,8670 Koksijde,,,,Apartment,Yes,,210000,Apartment,,,2,As new,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/genappe/1470/20086428,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/11328583,2140 Antwerpen,,,1square meter,Apartment,,,215000,Apartment,Installed,,2,Good,,,,19,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/20218120,3000 Leuven,,,,Flat studio,Yes,,215000,Flat studio,Installed,,,Good,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/11426345,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10789376,1080 Molenbeek-Saint-Jean,No,,,Apartment,,,219000,Apartment,Installed,,2,Good,,,,12,2
https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/20008941,1700 Dilbeek,,,,Apartment,,,219000,Apartment,Hyper equipped,,,Good,,,,16,1
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/11078612,6700 ARLON,,,,Apartment,,,219000,Apartment,Not installed,,2,Good,,,,,1
https://www.immoweb.be/en/classified/flat-studio/for-sale/ixelles/1050/11462872,1050 Ixelles,No,,,Flat studio,,,220000,Flat studio,Installed,,2,Good,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/messancy/6780/20155942,6780 MESSANCY,,,,Apartment,,,220000,Apartment,,,2,To renovate,,,,,5
https://www.immoweb.be/en/classified/penthouse/for-sale/oostende/8400/20053661,8400 Oostende,,,,Penthouse,Yes,,225000,Penthouse,,,,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20206666,4500 HUY,,,,Apartment,,,229000,Apartment,Semi equipped,,,Good,,,,10,2
https://www.immoweb.be/en/classified/apartment/for-sale/bertrix/6880/20054588,6880 Bertrix,No,,5,Apartment,,,229900,Apartment,Semi equipped,,,As new,,,,19,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10841310,1190 Forest,No,,,Apartment,,,229990,Apartment,Installed,,2,As new,,,,5,2
https://www.immoweb.be/en/classified/duplex/for-sale/oostende/8400/20157218,8400 Oostende,No,,,Duplex,,,235000,Duplex,,,,,,,,4,2
https://www.immoweb.be/en/classified/apartment/for-sale/puurs/2870/20022110,2870 PUURS,,,,Apartment,,,239000,Apartment,Installed,,2,Good,,,,20,1
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20115002,8380 Zeebrugge,,,,Apartment,,,245000,Apartment,,,,To renovate,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11015244,8400 Oostende,No,,,Apartment,,,245000,Apartment,Installed,,,,,,,4,2
https://www.immoweb.be/en/classified/service-flat/for-sale/heverlee/3001/11132732,3001 Heverlee,,,,Service flat,,,249000,Service flat,,,,,,,,4,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/11438955,1080 Sint-Jans-Molenbeek,,,,Apartment,,,250000,Apartment,USA installed,,2,Good,,,,20,2
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20198387,2170 Merksem,,,,Apartment,,,250000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20119074,2300 Turnhout,,,,Apartment,,,250000,Apartment,Semi equipped,,2,As new,,,,7,3
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/11360787,8430 MIDDELKERKE,,,,Apartment,Yes,,250000,Apartment,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11488099,1050 Ixelles,,,,Apartment,,,260000,Apartment,Hyper equipped,,,Good,,,,4,1
https://www.immoweb.be/en/classified/penthouse/for-sale/oostende/8400/10849807,8400 Oostende,No,,,Penthouse,Yes,,262000,Penthouse,Installed,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/lille/2275/20192255,2275 Lille,,,,Apartment,,,265000,Apartment,Semi equipped,,2,As new,,,,33,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20150892,1000 Brussel,,,,Apartment,,,279000,Apartment,Installed,,2,Good,,,,20,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20232796,8400 Oostende,No,,,Apartment,,,279000,Apartment,,,,Good,,,,5,2
https://www.immoweb.be/en/classified/apartment/for-sale/tielt-8700/8700/8318012,8700 Tielt (8700),,,,Apartment,,,279000,Apartment,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gits/8830/20000355,8830 Gits,,,,Apartment,,,279000,Apartment,,,,Good,,,,7,2
https://www.immoweb.be/en/classified/apartment/for-sale/haaltert/9450/20153988,9450 Haaltert,No,,,Apartment,,,279000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/11383589,6700 ARLON,,,,Apartment,,,280000,Apartment,Installed,,2,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/diksmuide/8600/20012835,8600 Diksmuide,,,,Apartment,,,286500,Apartment,,,,Good,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10357608,1040 Etterbeek,No,,,Apartment,,,289000,Apartment,Semi equipped,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20056440,8450 BREDENE,,,,Apartment,Yes,,289000,Apartment,Installed,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gits/8830/20000356,8830 Gits,,,22,Apartment,,,289000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/11403440,1140 Evere,No,,,Apartment,,,289869,Apartment,Hyper equipped,,2,Good,,,,8,2
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/11124379,1030 Schaerbeek,No,,25,Apartment,,,295000,Apartment,Hyper equipped,,2,As new,,,,9,1
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20046290,1050 Ixelles,No,,,Apartment,,,295000,Apartment,Installed,,2,Good,,,,9,2
https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/20223420,2500 Lier,,,,Apartment,,,295000,Apartment,Installed,,,Good,,,,25,2
https://www.immoweb.be/en/classified/apartment/for-sale/hannuit/4280/20207669,4280 Hannuit,,,175,Apartment,,,295000,Apartment,Hyper equipped,,4,As new,,,,12,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20065824,8370 Blankenberge,No,,,Apartment,,,295000,Apartment,,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ingooigem/8570/11235985,8570 Ingooigem,,,,Apartment,Yes,,295000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/meulebeke/8760/11414074,8760 MEULEBEKE,,,,Apartment,Yes,,295000,Apartment,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/wetteren/9230/20035698,9230 WETTEREN,,,,Apartment,,,295000,Apartment,,,,,,,,8,1
https://www.immoweb.be/en/classified/service-flat/for-sale/wetteren/9230/20035700,9230 WETTEREN,,,,Service flat,,,295000,Service flat,,,,,,,,8,1
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/20212712,2140 Antwerpen,,,,Apartment,,,299000,Apartment,Installed,,2,,,,,3,2
https://www.immoweb.be/en/classified/apartment/for-sale/wachtebeke/9185/20119254,9185 WACHTEBEKE,,,,Apartment,,,299000,Apartment,Installed,,2,,,,,7,3
https://www.immoweb.be/en/classified/apartment/for-sale/wachtebeke/9185/20119251,9185 WACHTEBEKE,,,,Apartment,,,299000,Apartment,Installed,,2,,,,,7,3
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20074489,4000 LIÈGE,,,,Apartment,Yes,,300000,Apartment,Semi equipped,,2,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/beveren-waas/9120/20237408,9120 Beveren-Waas,,,,Apartment,,,305000,Apartment,Installed,,2,,,,,10,2
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20195524,1160 Auderghem,,,,Apartment,,,310000,Apartment,Installed,,2,Good,,,,18,2
https://www.immoweb.be/en/classified/triplex/for-sale/brussels/1020/20066794,1020 Brussels,,,,Triplex,,,315000,Triplex,Hyper equipped,,2,Just renovated,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/20063579,8540 Deerlijk,,,,Apartment,Yes,,315000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/20273828,2000 Antwerp,,,,Apartment,,,318000,Apartment,USA installed,,1,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/borsbeek/2150/20176693,2150 Borsbeek,,,,Apartment,,,320000,Apartment,Installed,,,,,,,4,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20114009,4020 Liège,No,,,Apartment,Yes,,325000,Apartment,Installed,,3,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20046637,8400 Oostende,Yes,,,Apartment,,,325000,Apartment,,,,,,,,4,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/heist-aan-zee/8301/11313087,8301 Heist-aan-Zee,No,,,Flat studio,,,330000,Flat studio,Installed,,2,Good,,,,30,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/11381688,1150 Woluwé-Saint-Pierre,No,,,Apartment,,,335000,Apartment,Semi equipped,,2,To be done up,,,,5,2
https://www.immoweb.be/en/classified/apartment/for-sale/duffel/2570/20029624,2570 Duffel,No,,90,Apartment,,,339000,Apartment,Hyper equipped,,2,As new,,,,20,2
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20213638,8434 Westende,Yes,,,Apartment,,,339000,Apartment,,,,Just renovated,,,,4,2
https://www.immoweb.be/en/classified/triplex/for-sale/brussels/1000/9422364,1000 Brussels,No,,,Triplex,,,340000,Triplex,Hyper equipped,,2,As new,,,,11,4
https://www.immoweb.be/en/classified/triplex/for-sale/neder-over-heembeek/1120/9422365,1120 Neder-Over-Heembeek,No,,,Triplex,,,340000,Triplex,Hyper equipped,,2,As new,,,,11,4
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3001/20159565,3001 LEUVEN,,,,Apartment,,,315000,Apartment,Installed,,,Good,,,,6,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11439968,8400 Oostende,No,,,Apartment,,,345000,Apartment,,,,Just renovated,,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/borsbeek/2150/20231058,2150 BORSBEEK,,,190,Ground floor,,,349000,Ground floor,USA semi equipped,,2,,,,,11,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20194976,8400 Oostende,,,,Apartment,Yes,,349000,Apartment,,,,,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/11316470,8660 De Panne,,,,Apartment,,,349000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20163444,1190 Forest,,,,Apartment,,,355000,Apartment,Installed,,3,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20073815,1050 Ixelles,No,,,Apartment,,,360000,Apartment,Hyper equipped,,2,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20263944,9000 Gent,,,,Apartment,,,365000,Apartment,Installed,,2,As new,,,,8,2
https://www.immoweb.be/en/classified/apartment/for-sale/strombeek-bever/1853/20103935,1853 Strombeek-Bever,No,,,Apartment,,,375000,Apartment,USA installed,,2,As new,,,,3,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20201143,8400 Oostende,No,,,Apartment,,,375000,Apartment,,,,,,,,7,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20239529,9000 GENT,,,15,Apartment,,,375000,Apartment,Hyper equipped,,2,Just renovated,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11403909,8400 Oostende,No,,,Apartment,,,380000,Apartment,Installed,,,,,,,8,3
https://www.immoweb.be/en/classified/apartment/for-sale/beveren-waas/9120/20237409,9120 Beveren-Waas,,,,Apartment,,,386000,Apartment,Installed,,2,,,,,14,2
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20111144,1030 Schaarbeek,,,,Apartment,,,395000,Apartment,Installed,,2,Good,,,,12,3
https://www.immoweb.be/en/classified/ground-floor/for-sale/elsene/1050/20152687,1050 Elsene,No,,140,Ground floor,,,395000,Ground floor,Installed,,2,To renovate,,,,10,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20128464,4000 Liège,No,,,Apartment,,,395000,Apartment,Installed,,,Good,,,,,4
https://www.immoweb.be/en/classified/penthouse/for-sale/beaufays/4052/20158859,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20227440,2600 BERCHEM,,,,Apartment,,,399000,Apartment,Not installed,,,Just renovated,,,,7,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20183798,8780 Oostrozebeke,,,,Apartment,Yes,,399000,Apartment,Installed,,,Good,,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/20186310,9600 RONSE,,,,Apartment,,,399000,Apartment,Hyper equipped,,2,,,,,17,2
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20145006,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20194129,8400 Oostende,No,,,Apartment,,,425000,Apartment,,,,,,,,2,2
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20221047,8434 Westende,Yes,,,Apartment,Yes,,425000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11278540,8400 Oostende,No,,,Apartment,Yes,,439000,Apartment,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20195413,1050 Ixelles,,,,Apartment,,,465000,Apartment,,,2,As new,,,,9,2
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20123296,1180 Uccle,,,,Apartment,,,495000,Apartment,Hyper equipped,,3,Just renovated,,,,43,3
https://www.immoweb.be/en/classified/apartment/for-sale/zwijnaarde/9052/20240222,9052 Zwijnaarde,,,,Apartment,Yes,,495000,Apartment,,,,To renovate,,,,,4
https://www.immoweb.be/en/classified/duplex/for-sale/saint-gilles/1060/20204875,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11381149,9000 Gent,,,,Apartment,,,525000,Apartment,,,,Good,,,,17,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20149570,9000 Gent,No,,,Apartment,,,529000,Apartment,Installed,,,,,,,15,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20120664,1000 Brussel,No,,,Apartment,,,535000,Apartment,USA hyper equipped,,2,As new,,,,15,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20239935,8300 Knokke-Heist,,,,Apartment,,,539000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20003337,1150 Woluwe-Saint-Pierre,,,,Apartment,,,540000,Apartment,Hyper equipped,,3,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/10648399,8500 Kortrijk,,,,Apartment,,,552000,Apartment,Installed,,,Good,,,,18,2
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11413483,1180 UCCLE,No,,,Apartment,,,560000,Apartment,Hyper equipped,,,Good,,,,10,3
